tau,mse_test,mse_train,R2_test,R2_train,n_samples
0.1,0.1574565661448948,0.14042322974338026,0.0770168675699523,0.09003621942419704,4917.0
0.2,0.2259418094664616,0.19929857445563642,0.13236605950092217,0.1739421067801511,4917.0
0.3,0.28804328245531813,0.2915760865811645,0.22718670699078813,0.20035883159280976,4566.0
0.4,0.3720411372732491,0.3402706321226631,0.2813167659346767,0.30181408673681065,4566.0
0.5,0.4609455604666836,0.3447931372291196,0.31345885420363884,0.4421197371897092,4566.0
0.6,0.46426927799350776,0.40621806632423774,0.3356024389700011,0.49114766948889954,4215.0
0.7,0.5231485153016276,0.46331151075254423,0.3760702792913293,0.51354160653176,4215.0
0.7999999999999999,0.6031724210856054,0.31732766573438803,0.38755071971252264,0.7145084341089584,4215.0
0.8999999999999999,0.6512784949713649,0.4736216440390573,0.42712480876529635,0.6285692178305646,4215.0
0.9999999999999999,0.749814439970429,0.35292222498229037,0.4347332109779103,0.7578082621797514,3864.0
1.0999999999999999,0.8122847851733505,0.38203199014661904,0.45247021140646904,0.7662905682484726,3864.0
1.2,0.8685843873789324,0.4147059324455385,0.47135962574526125,0.7715524957909252,3864.0
1.3,1.2545186460979842,0.8525674333243174,0.4821551414083083,0.5435812190075476,3514.0
1.4,1.308225724088238,0.8267527366987951,0.5036913905132971,0.5959350059244016,3514.0
1.5,1.3950544710236463,0.956830093656394,0.5104617407654721,0.5700739439551704,3514.0
1.5999999999999999,1.242872152143349,0.627865576532267,0.5374821110020027,0.7532071108148131,3163.0
1.7,1.3008223540462946,0.8461166086280482,0.5502120851422483,0.6903517364085849,3163.0
1.8,1.3821843453593599,0.6816410111997571,0.553568422802228,0.7666057342240918,3163.0
1.9,1.435263073154544,0.7127678904083296,0.564899155664014,0.7706517595472112,3163.0
2.0,1.7070894386875775,1.1465084366538318,0.538856978909789,0.6516843581425644,2811.0
2.0999999999999996,1.77718788049591,1.1943802451247731,0.5453220519619366,0.6566805720167761,2811.0
2.1999999999999997,1.8577756681077433,1.237575955892072,0.5482872778716823,0.66227139547462,2811.0
2.3,1.6919380163842237,1.3128642837700386,0.6029729141913955,0.66491996031141,2459.0
2.4,1.7507611952638515,1.3625100760423225,0.6080629842888106,0.6677537977464194,2459.0
2.5,1.8015342452226037,1.4710632342999879,0.6141842396353852,0.6563774757275668,2459.0
2.6,1.8431442192958547,1.5325440947280609,0.5943011875328392,0.6676803461327949,2107.0
2.6999999999999997,1.9066140448455755,1.5792481839175283,0.596169225373774,0.6705499850667589,2107.0
2.8,1.9873122655818733,1.625140655628375,0.594129949798238,0.6731616195967068,2107.0
2.9,2.415128734758325,1.491632107036009,0.6097349387902045,0.6964304697415635,1755.0
3.0,2.4454611572587397,0.7578371618815369,0.6180886050879693,0.850696434313964,1755.0
3.0999999999999996,2.5608675626526662,1.5685635176863457,0.6128022467272594,0.7003574185807753,1755.0
3.1999999999999997,2.6347579261750926,1.6019028478180308,0.6136901307288086,0.7028312244359468,1755.0
3.3,2.9897441456499148,1.0163056649428024,0.5224882022917119,0.8265344928304177,1404.0
3.4,3.0545672913004376,1.0121448532728439,0.5244990462157353,0.8318872546973969,1404.0
3.5,3.0980258799542275,1.0608813560993988,0.5293999944686206,0.828309809712218,1404.0
3.5999999999999996,2.7150384449110603,1.7298504766870275,0.5910726788218343,0.72967848495791,1053.0
3.6999999999999997,2.78322385225099,1.7675554841538257,0.5907425306808536,0.7301043246148122,1053.0
3.8,2.7576929271696407,1.7839883464965773,0.6036978235735371,0.7335557676893845,1053.0
3.9,3.2963959178006963,0.9405655516302187,0.6132754939414311,0.8558428631441769,703.0
4.0,3.368641489920314,0.9456082465317814,0.6135000693645966,0.8579160969019946,703.0
